Command,Count,% Over total
/Users/maria/Desktop/7e7d7b942f9823d7ce7b9f9d407da00f82555647053894cb89831e948749,1,0.00%
/Users/maria/Desktop/510a20ef7599fb9a4dbd670a25277d943a8c962f604aeb4107a209c18fdc,1,0.00%
/Users/maria/Desktop/fe810405234abf1112de743d2a149a848da0d26444afa27c3d5a97025d4b,1,0.00%
/Users/maria/Desktop/kxA2rWBPzj,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.BDvfTI5x/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/e90a4b094b82c04053d120c51332226632699c96f1b7553f335697281f35,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.Qg1a9EIT/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/bYRyJV33qu,1,0.00%
/Users/user1/Desktop/5d9b86f07bcbd7f1bec251519fe95fa69c24604e5523773bc9f344a9fd0a,1,0.00%
/Users/maria/Desktop/70bcfc91752e0a520baccffb9036e92ad398e0f5a2bce42fc07fb028c4d1,1,0.00%
/Users/maria/Desktop/eaf2c6d47658b065bc0f881dd69df410d38cb16fded40fd4668987a1aab8,1,0.00%
/Users/maria/Desktop/6UJCY5ZRAh,1,0.00%
/Users/maria/Desktop/zM7bSbl5GW,1,0.00%
/Users/user1/Desktop/89a2816936caf9ed580aa45899931d11a4edd1d25766e80d9abb698ec4c8,1,0.00%
/Users/maria/Desktop/tI2Jb0oQF9,1,0.00%
/Users/maria/Desktop/kkZzqs4C62,1,0.00%
/Users/user1/Desktop/UserAgent_v2019,1,0.00%
/Users/maria/Desktop/ldK583GBou,1,0.00%
/Users/user1/Desktop/a241c09640c2f042ade4f795994fe9073d9c19cb0b04d32d9c988f5b0b89,1,0.00%
/Users/maria/Desktop/0Pr8wbO3x2,1,0.00%
/Users/maria/Desktop/7af80537ad7017196dccf58c9a9ad777c27cc5e05f5250e9227f6a0ccc4a,1,0.00%
/Users/maria/Desktop/Telegram,1,0.00%
/Users/maria/Desktop/F58N7aUedx,1,0.00%
/Users/maria/Desktop/84d329a5b11924ec7628a7f94f2a57548b4348b1add5682baaeaf1e5cb01,1,0.00%
/Users/maria/Desktop/LzuKKcGjZI,1,0.00%
/Users/user1/Desktop/pirate-tx,1,0.00%
/Users/maria/Desktop/clash-darwin-amd64-v1.17.0,1,0.00%
/Users/maria/Desktop/QyfiJPTiyO,1,0.00%
/Users/maria/Desktop/05UY9YDmQH,1,0.00%
/Users/maria/Desktop/0c89178b08a856c212efe467a0bb59312ecd52a1de59fdbbb07f3f5c3961,1,0.00%
/Users/user1/Desktop/c95e1f38367e5074191f973cf5570ab0de4bfcfdf83973996b8dd41aef5c,1,0.00%
/Users/maria/Desktop/fa879659e487cee5b53ce3cccc2b7679d454b9783e2a4eb1ee3e1aff9858,1,0.00%
/Users/maria/Desktop/QAaS9il54Z,1,0.00%
/Users/user1/Desktop/3061ae658c2b1950f6b1484f77888fec9d13ef4538c1ec6fcf726a7c13f9,1,0.00%
/Users/maria/Desktop/VN1r8cvIT3,1,0.00%
/Users/maria/Desktop/ba5f1f02d58759ea406ee5555c5c0f6d174879e715197f95ebea53fdad05,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.r330x36o/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/e543640e4e278bafc06ed926ed8c124e1e9b22fb53c1e4ebc0794cd00fea,1,0.00%
/Users/maria/Desktop/SyLPT8415y,1,0.00%
/Users/maria/Desktop/zzoOlG4rHT,1,0.00%
/Users/maria/Desktop/2857272387386412693,1,0.00%
/Users/maria/Desktop/0ff784cade1f0dee2e49875caf584dfc1446dba168b8603aeaf192bc6372,1,0.00%
/Users/maria/Desktop/VTheB5pAaa,1,0.00%
/Users/maria/Desktop/6r21pTkpLH,1,0.00%
/Users/maria/Desktop/9693370238133152143,1,0.00%
/Users/maria/Desktop/527937e944c0cc0cd1602f97e0675a1fa9d4017fc7e1665a8b9cc45f31bf,1,0.00%
/Users/maria/Desktop/OHUpyQPIMT,1,0.00%
/Users/maria/Desktop/630764787.txt,1,0.00%
/Users/maria/Desktop/QP7FBV2lrt,1,0.00%
/Users/bruno/Desktop/cS3lTbFVAh,1,0.00%
/Users/maria/Desktop/Def,1,0.00%
/Users/maria/Desktop/27addd4cd106ad30e4d48cc34aeaa330e8cc3c0d3ee948a0959c93a1f475,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.zXRXOD9B/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/a129ba80f278d19c93af53c89b5431597d1f5fd15b5d22cb36ce99d6b2f9,1,0.00%
/Users/maria/Desktop/PBTlA8b6z6,1,0.00%
/Users/maria/Desktop/154a1f3563ef41e0f88661457978d48bdb16677db9cdc0de0d64133316f0,1,0.00%
/Users/maria/Desktop/LnBaZVWx8X,1,0.00%
/Users/maria/Desktop/bigbear,1,0.00%
/Users/maria/Desktop/44gbYKfZpR,1,0.00%
/Users/maria/Desktop/135ZUIjf4e,1,0.00%
/Users/maria/Desktop/3l9QCfneT2,1,0.00%
/Users/maria/Desktop/63ae9120c37008a9fcda486e62357b6e4920bdeab95cc20ca961e98785da,1,0.00%
/Users/maria/Desktop/jftN9UGzQl,1,0.00%
/Users/maria/Desktop/2e1d44ee0b72306285534cbc3ffed2e0cc141e26dc6088f1450eea46c39e,1,0.00%
/Users/maria/Desktop/B1m91YYsyn,1,0.00%
/Users/maria/Desktop/3184d7eeb9eea9fdc8f15bc4ebc6794a270f8781c2b4b84fdac85c040a1a,1,0.00%
/Users/maria/Desktop/7AIRnmkLU3,1,0.00%
/Users/maria/Desktop/BkbGIZn19U,1,0.00%
/Users/maria/Desktop/_12559403058439321958_,1,0.00%
/Users/maria/Desktop/AI-Studio-App.sh.x,1,0.00%
/Users/maria/Desktop/UK27issQqN,1,0.00%
/Users/user1/Desktop/HBuX50z66W,1,0.00%
/Users/maria/Desktop/3257ce4be46b6d71efcf970ecd3cb876a92f8cbec4d3f86bc5d792b9f3b7,1,0.00%
/Users/maria/Desktop/beebf01cb895ebf2b4f9026f4b252d49d668e66bf34f4645f39c0cb8111d,1,0.00%
/Users/maria/Desktop/QLx6tfYklX,1,0.00%
/Users/maria/Desktop/85gK99iQeZ,1,0.00%
/Users/maria/Desktop/6LeoOCvN6R,1,0.00%
/private/tmp/8ae5121d8fdefdba5b82afd886d7b5ac286e9b86,1,0.00%
/Users/maria/Desktop/1e01106d62cad2f38fd9cd1e132ea7a79ef750627ac4a3258d274356048c,1,0.00%
/Users/maria/Desktop/9wuxh3Jtlw,1,0.00%
/Users/user1/Desktop/IOWceQ5sgn,1,0.00%
/Users/maria/Desktop/a1661b9f65907f84a44b54890838260e075496de7464da6bed353e1b5c52,1,0.00%
/Users/maria/Desktop/fYQYRhtaIT,1,0.00%
/Users/user1/Desktop/f441804b1784ce11c2252ddf290adcc236abad4943c58fbb676d38a3561c,1,0.00%
/Users/maria/Desktop/lSGLeMJMFP,1,0.00%
/Users/maria/Desktop/rg1DQCjydB,1,0.00%
/Users/maria/Desktop/qeebmSrO2d,1,0.00%
/Users/maria/Desktop/5e09iiUfGO,1,0.00%
/Users/maria/Desktop/4f00afe5cb04f4d78c1cb049b38c0a5f7b2d2ace759538cc051ef559f7e3,1,0.00%
/Users/maria/Desktop/macho.out,1,0.00%
/Users/maria/Desktop/sIsnt24H9K,1,0.00%
/Users/maria/Desktop/86db1c008c8b072a5f5a3401902d36faa0c5a8df3cfef96e94c6a1d227fa,1,0.00%
/Users/maria/Desktop/7c8510cfefa0a5fe95a86be08e7dcc342a707cf42b07d7a3db0278014f05,1,0.00%
/Users/maria/Desktop/52rfTLF3R7,1,0.00%
/Users/maria/Desktop/czKjhsh1Yq,1,0.00%
/Users/maria/Desktop/16f7c45ab3b2456b3ba7fd64d787438f21e3e22a8fd8d0ee0bc9b3a8c4e4,1,0.00%
/Users/maria/Desktop/70d378aa1b7fc9584284ddc32c471008df433601f654e7789ec3326b9fe3,1,0.00%
/Users/maria/Desktop/g56Mu0hww7,1,0.00%
/Users/maria/Desktop/urlnN2Gomo.virus,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.C0nCmO3u/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/052dd624d0a61e9a353f3e17acfe9ad76358759d065da59c407eff02e619,1,0.00%
/Users/maria/Desktop/BOtRPmBKxf,1,0.00%
/Users/maria/Desktop/631123727.txt,1,0.00%
/Users/maria/Desktop/ElementarySignalSearch,1,0.00%
/Users/maria/Desktop/40bMkGdRUQ,1,0.00%
/Users/maria/Desktop/NvHJjxRErG,1,0.00%
/Users/maria/Desktop/d4b6ed10ccb819413742109459935ec897face9a6b669338057f546550cc,1,0.00%
/Users/user1/Desktop/8cfe27416faff7e412a7de6b960af09d1f457f53de5bfd25d0de1038583c,1,0.00%
/Users/maria/Desktop/5sTJ1eTM3o,1,0.00%
/Users/maria/Desktop/34078d792928cb614669846fa302719ec67fc00ecadd0fad6a6714f50014,1,0.00%
/Users/maria/Desktop/idevicerestore,1,0.00%
/Users/maria/Desktop/f9454034d1af58ba8f6b2f15f912eb588bc695533abbef20c18d49785062,1,0.00%
/Users/maria/Desktop/29d6785c05d7b2d7866fdf3cb491775e61c297628cfa72d7831e48970301,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.vkEUP6pC/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/GrAmnVauz5,1,0.00%
/Users/maria/Desktop/437670254bcdbd4e13aa042a81c210ea5cd9b52f3eb182f0bfb6f6bcfa2b,1,0.00%
/Users/maria/Desktop/MvOxj0bzwY,1,0.00%
/Users/maria/Desktop/f6581532ec5d97ebabc8233ff2ff944f1a758b5a06d7b91a0c8ca36f673a,1,0.00%
/Users/maria/Desktop/e5fe5c6226a8a031d06ad32828065bb7d7ab6778307a51e481a29a810331,1,0.00%
/Users/maria/Desktop/d8c81326e04499df5e2bd94b163dca9849de7e79544e642e0e29d0d84554,1,0.00%
/Users/maria/Desktop/K0HcVNyFuT,1,0.00%
/Users/maria/Desktop/70f7ea6af86e3e641b6fd7d6312a7fd5efc121c01483e5670ee65_sample,1,0.00%
/Users/maria/Desktop/af186ea20f39da29f9d48cbae58d145362098e37c2b1c4e95ced30859bb7,1,0.00%
/Users/user1/Desktop/571747925.txt,1,0.00%
/Users/maria/Desktop/nSAyA6D1jc,1,0.00%
/Users/maria/Desktop/TayNV6xzQz,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.t7UiQT7A/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/bruno/Desktop/4wR6PinOQ8,1,0.00%
/Users/maria/Desktop/1af205f2e14ac9e8fcd17c4aa8280b06c6d56f88dad3778475b4f389b68e,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.egz9epp4/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/5G17Zfh82J,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.9ugiHdiJ/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/5rb2QXR073,1,0.00%
/Users/maria/Desktop/5559a365da31b3ab7f617215dda3157492331069af0e7179982dc40c6ffc,1,0.00%
/Users/maria/Desktop/rV56Ru0Pan,1,0.00%
/Users/maria/Desktop/ProTools,1,0.00%
/Users/maria/Desktop/8c21a3c98801befe50860de68ac3dd09ced83879c2ec568f840f8f1fa3d2,1,0.00%
/Users/maria/Desktop/f915f95eec05c4f55021da283231b63723fc28b0cb0680cf3c109bec8725,1,0.00%
/Users/maria/Desktop/LPN7FfW2Gt,1,0.00%
/Users/maria/Desktop/5t91Gr8kG0,1,0.00%
/Users/maria/Desktop/p2I96bAbK5,1,0.00%
/Users/maria/Desktop/PiWXpzVw7b,1,0.00%
/Users/maria/Desktop/palera1n-macos-universal-2.0.0-beta.9.1,1,0.00%
/Users/maria/Desktop/qFQUvBOQCE,1,0.00%
/Users/maria/Desktop/3ZoqNulOMx,1,0.00%
/Users/maria/Desktop/ANvqqjKneA,1,0.00%
/Users/maria/Desktop/3c530127630eb99a580ec4a1a12f28039df0a812697adfbbb4e0a6352e42,1,0.00%
/Users/maria/Desktop/4tbcdeaG2F,1,0.00%
/Users/maria/Desktop/v7jygndj,1,0.00%
/Users/bruno/Desktop/palera1n-macos-universal-2.0.0-beta.9.1,1,0.00%
/Users/maria/Desktop/Slack-Apps,1,0.00%
/Users/maria/Desktop/Pipidae,1,0.00%
/Users/maria/Desktop/KA3oAzAi5Q,1,0.00%
/Users/maria/Desktop/og2hCw6CaJ,1,0.00%
/Users/maria/Desktop/YjNmUszIOU,1,0.00%
/Users/maria/Desktop/648dODJs5q,1,0.00%
/Users/maria/Desktop/WekkZZAYps,1,0.00%
/Users/maria/Desktop/5d0720e2c267d1db9627faf2acc77cde41df921e86f8dfb2e0791f1756fb,1,0.00%
/Users/maria/Desktop/YCDlQfkwA1,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/D6ABB392-6F30-4086-AE72-2C55204D53FD,1,0.00%
sh -c /var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/D6ABB392-6F30-4086-AE72-2C55204D53FD,1,0.00%
/Users/maria/Desktop/MqxxS0U1VZ,1,0.00%
/Users/maria/Desktop/HxHtRewB9q,1,0.00%
/Users/maria/Desktop/8Tbj53bkKj,1,0.00%
/Users/maria/Desktop/372a51d36ee88b8b304e505279f026bfa312937cb93a89772ecb1e42d965,1,0.00%
/Users/maria/Desktop/c698ef0568803df49037216b0c4a5bc519846dcdc59ae27063964e9f7607,1,0.00%
/Users/user1/Desktop/clash-darwin-amd64-2022.11.25,1,0.00%
/Users/user1/Desktop/0ef7331afbcc25e947ed398b1c95eeda3f2a4c5e1ff8f7367429a9add30b,1,0.00%
/Users/maria/Desktop/mYAnRiFeRI,1,0.00%
/Users/maria/Desktop/8e1f46c1b6450f920014116d55f744201a5b2693dcf9828c6563d8496c22,1,0.00%
/Users/maria/Desktop/f37f8dde64fd5bb63efe1dca853c273b0d3293265f6a0ca217396dbd3efd,1,0.00%
/Users/maria/Desktop/a7cfab043ac6efcc78e47ddafd0f0067b34cbddefe58032c30dd3dd89b1a,1,0.00%
/Users/maria/Desktop/com.aliyun.security.sase.Helper,1,0.00%
/Users/maria/Desktop/613703561.txt,1,0.00%
/Users/maria/Desktop/p5APXrnnzo,1,0.00%
/Users/test/Desktop/Slack-Apps,1,0.00%
/Users/maria/Desktop/c32bc1d24153d44e0a76a4dbb619f253d246e9f2676d97bf4541fb90e287,1,0.00%
/Users/user1/Desktop/globalprotect-update.bin,1,0.00%
/Users/maria/Desktop/_14054732771515967394_,1,0.00%
/Users/user1/Desktop/fb9d247db8757d8b307415f5e5f8c41519a0b741d0b0d7d49abee8f5146d,1,0.00%
/Users/maria/Desktop/i3wrY4ZlkU,1,0.00%
/Users/maria/Desktop/ba1617430cc4bffc57a6b0ad40771f125f29899e2e22bfd2153afe094f49,1,0.00%
/Users/maria/Desktop/3rYuXOrnUW,1,0.00%
/Users/maria/Desktop/f3766bbe3e9b5fe6e65750fd9759b5954d4411ef468b6ba1eb896e690efd,1,0.00%
sh -c nohup,1,0.00%
/Users/maria/Desktop/43XXCGecPz,1,0.00%
/Users/user1/update-macos.bin,1,0.00%
/Users/maria/Desktop/at82HErKg6,1,0.00%
/Users/maria/Desktop/32442803ebc28d5dc14feb32f7aafc165e94e48653365b629a9d1bb793e3,1,0.00%
/Users/maria/Desktop/x1N3dLDpc1,1,0.00%
/Users/maria/Desktop/2e3ecccc905ed0ea8d1c61eddd430db3c7c399acacde9bd3a56866dc4409,1,0.00%
/Users/maria/Desktop/7f23af20850d487b792593246139ab82453ffc75c42d3d101df5f26d6985,1,0.00%
/Users/maria/Desktop/HfSIK9g3re,1,0.00%
/Users/maria/Desktop/Uto92bjG3z,1,0.00%
/Users/maria/Desktop/fYd1YnvrfV,1,0.00%
/Users/maria/Desktop/YBWNmAgs59,1,0.00%
/Users/maria/Desktop/3m9lxjX7Bw,1,0.00%
/Users/maria/Desktop/7eOQU4V7eD,1,0.00%
/Users/maria/Desktop/ZqSVQi743s,1,0.00%
/Users/maria/Desktop/vjH6ijT6Kr,1,0.00%
/Users/maria/Desktop/c0cd1026337eeb1b4aa084687f026d3aa697e2b07d707adfd6d58ae6fd91,1,0.00%
/Users/maria/Desktop/MBHelpToolerDaemon,1,0.00%
/Users/maria/Desktop/wa428DWTkz,1,0.00%
/Users/maria/Desktop/799e31f3d8e4bbc02054d716bbb05734e16f3b45570763b62b1ad20e7901,1,0.00%
/Users/maria/Desktop/DumpMediaSpotifyMusicConverter,1,0.00%
/Users/maria/Desktop/7497f8cece709f9fe81fd94021d2a00745973690451e8d363d49420db5bf,1,0.00%
/Users/maria/Desktop/wVK3WOcSFA,1,0.00%
/Users/maria/Desktop/JVGt3d4qFl,1,0.00%
/Users/maria/Desktop/3ZTuFD6stO,1,0.00%
/Users/maria/Desktop/oZst7VJbnP,1,0.00%
/Users/maria/Desktop/8ceddd542bfcfc6a3525f603c5a246a5fda168c76ca6b9a61c147dd9a582,1,0.00%
/Users/maria/Desktop/xGkomclXVh,1,0.00%
/Users/maria/Desktop/7cee85929e55c32815915dea2cdb7c0b5100176c0371e96d670ead1ccc99,1,0.00%
/Users/maria/Desktop/850156d137e75683f2e6616d23fec9ef70ebcb62d032a7cc7a909903cbbe,1,0.00%
/Users/maria/Desktop/QzSA8Xb82v,1,0.00%
/Users/maria/Desktop/f51388a5c7f8df02b576bee14f0e4771f83add6b6bc10a05e3d660d4e7f0,1,0.00%
/Users/maria/Desktop/dded76fe08c3981d1ffc8b09f39cc0df3dba9511f8cc149e15f1bf633a00,1,0.00%
/private/tmp/39012aa1786dc154d4a112b253ead9ba743f7faa,1,0.00%
/Users/maria/Desktop/fbfffe7204ddcb2ecaa1f6ed3e8fa1eb0ae9b2520272b03b6dcb87473e2b,1,0.00%
/Users/maria/Desktop/632040071.txt,1,0.00%
/Users/maria/Desktop/a1a55afc73a461811f6569cbeb3cc6591434bb1ebe402c11774608d273db,1,0.00%
/Users/maria/Desktop/X3SN5KXr71,1,0.00%
/Users/maria/Desktop/d4k5QWXzP0,1,0.00%
/Users/maria/Desktop/f7b32623454e5866957e8a3f3b14ccd1897148b9c30b1d7c47b99a797d5e,1,0.00%
/Users/maria/Desktop/Trading_View,1,0.00%
/Users/maria/Desktop/UPzYLXsPuP,1,0.00%
/Users/maria/Desktop/2HiiLeA1oO,1,0.00%
/Users/maria/Desktop/p8oFUa34Iv,1,0.00%
/Users/maria/Desktop/B1c1nw2NZD,1,0.00%
/Users/maria/Desktop/eF4hRc54Go,1,0.00%
/Users/maria/Desktop/LDQmtH7eco,1,0.00%
/Users/maria/Desktop/6OeBYL0j8p,1,0.00%
/Users/user1/Desktop/a986b2ef3ac0ec4e8c1392754de28c61c519732fe591c253dde9e85f1692,1,0.00%
/Users/user1/Desktop/linpeas_darwin_amd64,1,0.00%
/Users/maria/Desktop/.BC.T_uSoIjL,1,0.00%
/Users/maria/Desktop/bifrost,1,0.00%
/Users/maria/Desktop/Destruction,1,0.00%
/Users/maria/Desktop/ae9e8cea3399e0c4ac477de7b7ec40710dffec086cf15093bac377ab40b8,1,0.00%
/Users/maria/Desktop/c92eb33337d5debb3aca85865af7f9349b9c756530eaf555a6cc62bce3cd,1,0.00%
/Users/maria/Desktop/faa6d26ba91be3d44799d95e14e25eb94c80fda272ede817d6f232430f38,1,0.00%
/Users/maria/Desktop/625679269.txt,1,0.00%
/Users/maria/Desktop/.BC.T_5pcf5A,1,0.00%
/Users/user1/Desktop/6cc5accf0a13c11cce839862ebf1e71f37038577b2c032969559ac9d3477,1,0.00%
/Users/maria/Desktop/4OOlzJR6yf,1,0.00%
/Users/maria/Desktop/607747567.txt,1,0.00%
/Users/maria/Desktop/99648f9987776fe3e628135c46647704bbf5cabaa6eec7f43fb7e36d0579,1,0.00%
/Users/user1/Desktop/f183c1696680045ed24fd6abfb7462bf83980d10d2d6a674a97e1263507e,1,0.00%
/Users/maria/Desktop/2GNaNZg2pt,1,0.00%
/Users/maria/Desktop/1e49db5c61c83de19159ab7e1ab9f33dfc70e59d7b0602710f564e07aff0,1,0.00%
/Users/maria/Desktop/XmRTjADH2N,1,0.00%
/Users/maria/Desktop/0c7a927d8eb3c208fedf42e72446fb9d15265b5671521d36e7b97aa0c3db,1,0.00%
/Users/maria/Desktop/a79cb3dfbe186ada1f18518efe110ab4967f38074fd9c31a045becf770f8,1,0.00%
/Users/maria/Desktop/xF19AOy7c6,1,0.00%
/Users/maria/Desktop/613766309.txt,1,0.00%
/Users/maria/Desktop/11e86ad84199105fbb67f362c91535eedb766871e1e390282939b81a29fc,1,0.00%
/Users/maria/Desktop/613703591.txt,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.WPCts841/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/g6tI3w2NJo,1,0.00%
/Users/maria/Desktop/tWyu3DlVC5,1,0.00%
/Users/maria/Desktop/613705343.txt,1,0.00%
/Users/user1/Desktop/distnoted,1,0.00%
/Users/maria/Desktop/c5a9d26a015039cf2d16faed5e2309f9ab4968672094a3625650df5b407a,1,0.00%
/Users/maria/Desktop/icjAurFuG4,1,0.00%
/Users/maria/Desktop/kQ2bnjO54w,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/B8E4877F-2BA1-4316-B8FE-BC7BA4294F3D,1,0.00%
/Users/user1/Desktop/fscan,1,0.00%
/Users/maria/Desktop/KaBWEG3miG,1,0.00%
/Users/bruno/Desktop/06c8089c61ca6c6792844430c31f18db8ab84b372aa646220c3018c52efe,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.bVBmCbM8/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/skim's_pdf,1,0.00%
/Users/maria/Desktop/626405411.txt,1,0.00%
/Users/maria/Desktop/Llh7oC05XE,1,0.00%
/Users/maria/Desktop/50b888d060f99560787665ac15c3ae2056b6e5cf136eca7e3185900e6577,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/A6A9BC25-E6DB-4150-9EF4-EE4BB91B8729,1,0.00%
sh -c /var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/A6A9BC25-E6DB-4150-9EF4-EE4BB91B8729,1,0.00%
/Users/maria/Desktop/OnQ5YhtmUH,1,0.00%
/Users/user1/Desktop/8d99f9abc02f609730211630850736ecd12b913d9bdf8686e42cd7fbaad9,1,0.00%
/Users/maria/Desktop/1t8X2S6DO7,1,0.00%
/Users/maria/Desktop/dLKbOH7iC0,1,0.00%
/Users/user1/Desktop/j66zToF5ju,1,0.00%
/Users/maria/Desktop/625507833.txt,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.8QpbEUr9/Installer.app/Contents/MacOS/Installer,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.FUYWjChZ/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/94c12cf7b418b82ee247c0ec03f06e1b7406529809fec1463090381a1a3c,1,0.00%
/Users/maria/Desktop/hRUBVsqtsI,1,0.00%
/Users/maria/Desktop/HxUrBMngyV,1,0.00%
/Users/maria/Desktop/1af294aa3aa329d25bdc6a3d9ac7055250ae49aef710c333353262c63ea2,1,0.00%
/Users/maria/Desktop/ifgi4O5Wkk,1,0.00%
/Users/maria/Desktop/e4f88fd8651251fb35078d975f0db43617526c72dc23734da7fc874728df,1,0.00%
/Users/maria/Desktop/629203957.txt,1,0.00%
/Users/maria/Desktop/14e677bb2b19b10888d5275e296e7d11fb6234d8b64ea097143dafa77559,1,0.00%
/Users/maria/Desktop/31899e6d79b7439c16e626b91561f62f7d92ce3cd78587d6d903c95fbcde,1,0.00%
/Users/maria/Desktop/W0aw2q8OpP,1,0.00%
/Users/maria/Desktop/xk7mAPLf9U,1,0.00%
/Users/maria/Desktop/53df09289a72fb647d69c3078c96b953c00e7770baf5450a467bc0d49a23,1,0.00%
/Users/maria/Desktop/RjqHKGJ05x,1,0.00%
/Users/maria/Desktop/wsclient,1,0.00%
/Users/maria/Desktop/iITf5wPiy1,1,0.00%
/Users/maria/Desktop/4201bc44e087192706bd68c5b8e99365d1bba5e3086853e868750b47e5a0,1,0.00%
/Users/maria/Desktop/manner,1,0.00%
/Users/maria/Desktop/asLn3SiFKl,1,0.00%
/Users/bruno/Desktop/mob-virustotal-macos-arm,1,0.00%
/Users/bruno/Desktop/DigitalMining,1,0.00%
/Users/maria/Desktop/631298315.txt,1,0.00%
/Users/maria/Desktop/mqygtu,1,0.00%
/Users/maria/Desktop/LH4k3645fD,1,0.00%
/Users/maria/Desktop/cxjnpV5zrG,1,0.00%
/Users/maria/Desktop/938d591daa8fd14b05914cba6ba0cefc65014b65d96ea3cc37cc84fd5d2b,1,0.00%
/Users/maria/Desktop/H6CkLp5Y4P,1,0.00%
/Users/maria/Desktop/UatDMzZw24,1,0.00%
/Users/user1/Desktop/7eb5c68b9feb28e7add8d53d0c4d137697742e19b579e067985f38e4d526,1,0.00%
/Users/user1/Desktop/Sliver_Implante,1,0.00%
/Users/maria/Desktop/OcXukZ5u67,1,0.00%
/Users/maria/Desktop/92be1fcb11c2d112f332dc163744ac160b39a5fdaf6917918de4d445919a,1,0.00%
/Users/maria/Desktop/ce44d26f214075bd7785c3dac23afec8c0482dfbea76c1ccbe8da301617d,1,0.00%
/Users/maria/Desktop/f26bfd271b0e7aa7fefd180dd08847cbd0e16dac3d586d486fc9903642c4,1,0.00%
/Users/user1/Desktop/d_mac_x64,1,0.00%
/Users/maria/Desktop/806fd3f639adb0edfb16a69339d98f3a495e781059c6106ceb51698fdf83,1,0.00%
/Users/maria/Desktop/lvH2TYkre5,1,0.00%
/Users/maria/Desktop/3M70hKFKYl,1,0.00%
/Users/maria/Desktop/ssByhy7kw7,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.nWOTzqWq/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/tuBqor4vV5,1,0.00%
/Users/maria/Desktop/vl5awCvVAr,1,0.00%
/Users/maria/Desktop/FMJ5RvrGMT,1,0.00%
/Users/maria/Desktop/162e2050297868937224a6c33341cf3388b33e2d7ff07c8049c09e3acd1f,1,0.00%
/Users/maria/Desktop/y969KVZ33U,1,0.00%
/Users/maria/Desktop/HhfyYlsO7H,1,0.00%
/Users/maria/Desktop/QJlQJZ1CAw,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.hIy2DR2U/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/21DD8840784A56F2CBC806A41BE399E4EA60B352BEDB3A8CD357E5167C09,1,0.00%
/Users/maria/Desktop/Bu7CNNnIxt,1,0.00%
/Users/maria/Desktop/eSjcAJUCDH,1,0.00%
/Users/maria/Desktop/8b7c4f5e7639891ee2eb2a4847d3da226d00fb2b9d1ae0e1ea4868918bb9,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.9tyDW2LX/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/AW647IOkqT,1,0.00%
/Users/maria/Desktop/komodod,1,0.00%
